start_date(DD/MM/YYYY HH:MM:SS),distance(m),moving_time(HH:MM:SS),route
30/01/2019 14:40:31,2487.5,00:09:55,"[[12.94232, 77.69169], [12.94078, 77.68973], [12.93953, 77.68981], [12.940209999999999, 77.69273], [12.937769999999999, 77.70063], [12.93681, 77.70041], [12.936539999999999, 77.70115], [12.93526, 77.70083], [12.93506, 77.70124], [12.93359, 77.70094999999999], [12.9341, 77.70071999999999], [12.93388, 77.70016999999999]]"
30/01/2019 14:43:31,6711.9,00:28:49,"[[12.98369, 77.63925], [12.98358, 77.63898], [12.9849, 77.64242], [12.99113, 77.64349], [12.992280000000001, 77.64305], [12.993290000000002, 77.64354], [12.995170000000002, 77.64358], [12.997770000000001, 77.64136], [13.002650000000001, 77.63854], [13.00421, 77.63607], [13.00594, 77.63613000000001], [13.01138, 77.63515000000001], [13.01138, 77.63603], [13.016240000000002, 77.63749], [13.015080000000001, 77.6448], [13.017220000000002, 77.64516], [13.018050000000002, 77.64925000000001], [13.018850000000002, 77.64927000000002], [13.019230000000002, 77.65080000000002], [13.019980000000002, 77.65081000000002]]"
30/01/2019 14:55:25,6524,00:20:07,"[[12.92415, 77.68109], [12.926829999999999, 77.68111999999999], [12.927459999999998, 77.68096999999999], [12.927589999999999, 77.68045999999998], [12.920589999999999, 77.66518999999998], [12.921919999999998, 77.65977999999998], [12.923479999999998, 77.65527999999999], [12.924349999999999, 77.65066999999999], [12.924169999999998, 77.64805], [12.923579999999998, 77.64675], [12.922329999999997, 77.64538999999999], [12.916839999999997, 77.64057999999999], [12.915779999999996, 77.63855999999998], [12.916129999999995, 77.63763999999999], [12.916719999999996, 77.63756], [12.917459999999997, 77.63392999999999], [12.918599999999996, 77.63395], [12.918879999999996, 77.63315]]"
30/01/2019 14:55:40,13719.4,00:48:00,"[[12.93572, 77.61276], [12.93583, 77.61206], [12.93278, 77.61328], [12.914779999999999, 77.62427000000001], [12.91274, 77.62598000000001], [12.910499999999999, 77.6269], [12.90842, 77.62853000000001], [12.89312, 77.63757000000001], [12.88171, 77.64493000000002], [12.87966, 77.64576000000001], [12.86521, 77.65757], [12.85638, 77.66421000000001], [12.85534, 77.66310000000001], [12.85473, 77.66063000000001], [12.85419, 77.66040000000001], [12.8545, 77.66043], [12.85463, 77.65913], [12.85439, 77.65827], [12.85355, 77.65813], [12.85389, 77.65784], [12.853349999999999, 77.65511], [12.852289999999998, 77.65499], [12.852399999999998, 77.65462], [12.850979999999998, 77.65496999999999], [12.850719999999997, 77.65321999999999], [12.851059999999997, 77.65104], [12.850529999999997, 77.65088], [12.851019999999997, 77.6505], [12.848929999999996, 77.65035999999999], [12.849019999999996, 77.64961], [12.848499999999996, 77.64967]]"
30/01/2019 14:59:31,10046.3,00:33:46,"[[12.96926, 77.60224], [12.969240000000001, 77.60255], [12.9662, 77.6039], [12.96537, 77.60108], [12.96358, 77.60103], [12.96303, 77.59978], [12.96181, 77.59854], [12.96237, 77.59523], [12.96222, 77.59357], [12.96261, 77.59053], [12.9624, 77.58974], [12.960890000000001, 77.58817], [12.95875, 77.58661000000001], [12.95437, 77.58548], [12.95382, 77.58405], [12.94965, 77.58203], [12.94851, 77.58015], [12.94401, 77.57766000000001], [12.94365, 77.57700000000001], [12.9436, 77.57405000000001], [12.9402, 77.57371000000002], [12.938, 77.56946000000002], [12.937610000000001, 77.56302000000002], [12.934680000000002, 77.56051000000002], [12.933370000000002, 77.55757000000003], [12.931100000000002, 77.55468000000003], [12.930050000000003, 77.55255000000004], [12.923100000000003, 77.54885000000004], [12.922660000000004, 77.54757000000005], [12.917340000000005, 77.54656000000006], [12.916880000000004, 77.54638000000006], [12.917090000000004, 77.54563000000006]]"
30/01/2019 15:01:11,12761.6,00:46:59,"[[12.93003, 77.58273], [12.928740000000001, 77.58188], [12.9265, 77.58188], [12.92637, 77.58805], [12.92346, 77.58816999999999], [12.92329, 77.58953], [12.91699, 77.58955], [12.91677, 77.59138], [12.91645, 77.59162], [12.910309999999999, 77.59140000000001], [12.91054, 77.59872000000001], [12.907079999999999, 77.59905000000002], [12.907329999999998, 77.60076000000002], [12.905479999999999, 77.60198000000003], [12.899809999999999, 77.60091000000003], [12.898129999999998, 77.60521000000003], [12.89656, 77.60486000000003], [12.896009999999999, 77.60566000000003], [12.892039999999998, 77.60463000000003], [12.891709999999998, 77.60611000000003], [12.891259999999997, 77.60644000000003], [12.891649999999997, 77.60831000000003], [12.890229999999997, 77.61096000000003], [12.882059999999997, 77.60991000000003], [12.876949999999997, 77.61014000000003], [12.876109999999997, 77.61320000000003], [12.876369999999998, 77.61469000000004], [12.876019999999999, 77.61695000000005], [12.867969999999998, 77.61615000000005], [12.867749999999997, 77.61659000000004], [12.866479999999997, 77.61623000000004], [12.866189999999998, 77.61570000000005], [12.862649999999999, 77.61494000000005], [12.86094, 77.61307000000005], [12.854579999999999, 77.60950000000005], [12.851079999999998, 77.60894000000006], [12.851469999999997, 77.60731000000006]]"
30/01/2019 15:06:17,4593,00:25:34,"[[12.9664, 77.58178], [12.96642, 77.58180999999999], [12.96632, 77.58170999999999], [12.966289999999999, 77.58173], [12.96622, 77.58193], [12.96611, 77.58212], [12.965950000000001, 77.58254000000001], [12.96563, 77.58319], [12.96555, 77.58351], [12.965440000000001, 77.58375000000001], [12.9654, 77.58388000000001], [12.965330000000002, 77.58418], [12.965340000000001, 77.58439], [12.965440000000001, 77.58475], [12.96559, 77.58521], [12.9657, 77.5857], [12.96591, 77.58649], [12.96595, 77.58662], [12.966009999999999, 77.58673999999999], [12.96613, 77.58688], [12.96638, 77.58707], [12.966529999999999, 77.58722], [12.966639999999998, 77.58729], [12.966789999999998, 77.58733], [12.966899999999997, 77.58735], [12.967149999999997, 77.58736], [12.967299999999996, 77.58735], [12.967459999999996, 77.58732], [12.967579999999996, 77.58727], [12.967879999999996, 77.58709], [12.968099999999996, 77.5869], [12.968599999999997, 77.5864], [12.968739999999997, 77.58623], [12.968809999999996, 77.58622], [12.968909999999996, 77.58613], [12.969929999999996, 77.58498], [12.970199999999997, 77.58464000000001], [12.970369999999997, 77.58449], [12.970839999999997, 77.58396], [12.971239999999998, 77.58355], [12.971349999999997, 77.58338], [12.971959999999997, 77.58279], [12.972239999999998, 77.58247], [12.972589999999997, 77.58198], [12.972819999999997, 77.58171], [12.972869999999997, 77.58169], [12.972899999999997, 77.58171], [12.972929999999998, 77.5817], [12.972939999999998, 77.58163], [12.972959999999997, 77.58160000000001], [12.973069999999996, 77.5815], [12.973169999999996, 77.58136], [12.973209999999996, 77.58125], [12.973169999999996, 77.58104999999999], [12.973169999999996, 77.58093], [12.973199999999997, 77.5808], [12.973299999999997, 77.58058], [12.973339999999997, 77.58033999999999], [12.973449999999996, 77.58014999999999], [12.973499999999996, 77.57999999999998], [12.973589999999996, 77.57983999999999], [12.973659999999995, 77.57965999999999], [12.973779999999996, 77.57948999999999], [12.973839999999996, 77.57928999999999], [12.973919999999996, 77.57916999999999], [12.974139999999997, 77.57865999999999], [12.974229999999997, 77.57851999999998], [12.974309999999997, 77.57831999999998], [12.974399999999997, 77.57816999999997], [12.974439999999998, 77.57802999999997], [12.974539999999998, 77.57778999999996], [12.974679999999998, 77.57751999999996], [12.974709999999998, 77.57738999999997], [12.975019999999999, 77.57666999999996], [12.97514, 77.57646999999996], [12.97531, 77.57625999999996], [12.97538, 77.57611999999996], [12.975439999999999, 77.57571999999996], [12.97542, 77.57557999999996], [12.97542, 77.57504999999996], [12.97545, 77.57493999999996], [12.97552, 77.57482999999995], [12.9756, 77.57478999999995], [12.9759, 77.57485999999994], [12.976389999999999, 77.57483999999994], [12.9767, 77.57474999999994], [12.97696, 77.57459999999993], [12.97739, 77.57429999999994], [12.97768, 77.57403999999994], [12.979289999999999, 77.57266999999995], [12.9796, 77.57243999999994], [12.97978, 77.57235999999995], [12.97997, 77.57233999999994], [12.98063, 77.57241999999994], [12.98274, 77.57279999999994], [12.983, 77.57282999999994], [12.98329, 77.57277999999994], [12.983600000000001, 77.57264999999994], [12.984350000000001, 77.57240999999993], [12.9845, 77.57232999999994], [12.98456, 77.57221999999993], [12.98459, 77.57211999999993], [12.984580000000001, 77.57200999999992], [12.98455, 77.57194999999992], [12.9845, 77.57189999999991], [12.9845, 77.57185999999992], [12.98455, 77.57166999999991], [12.984630000000001, 77.57127999999992], [12.984720000000001, 77.57119999999992], [12.98474, 77.57116999999992], [12.98488, 77.57070999999992], [12.98498, 77.57052999999992], [12.98517, 77.57035999999992], [12.98531, 77.57026999999992], [12.98545, 77.57020999999992], [12.98555, 77.57011999999992], [12.98557, 77.57004999999992], [12.985589999999998, 77.56969999999993], [12.985539999999999, 77.56951999999993], [12.985209999999999, 77.56862999999993], [12.98496, 77.56817999999993], [12.98491, 77.56807999999992], [12.9849, 77.56795999999993], [12.9849, 77.56786999999993], [12.98499, 77.56751999999993], [12.98502, 77.56725999999993], [12.98503, 77.56703999999993], [12.98501, 77.56675999999993], [12.98487, 77.56617999999993], [12.98479, 77.56598999999993], [12.98476, 77.56580999999993], [12.98461, 77.56538999999992], [12.98442, 77.56467999999992], [12.98427, 77.56436999999993], [12.984160000000001, 77.56402999999993], [12.984060000000001, 77.56382999999992], [12.98403, 77.56382999999992], [12.983970000000001, 77.56390999999992], [12.983900000000002, 77.56394999999992], [12.983820000000001, 77.56393999999992], [12.983750000000002, 77.56387999999991]]"
30/01/2019 15:10:33,3984.3,00:16:30,"[[12.94251, 77.69164], [12.94233, 77.69191000000001], [12.94298, 77.69268000000001], [12.94232, 77.69400000000002], [12.942580000000001, 77.69516000000002], [12.942280000000002, 77.69638000000002], [12.942640000000003, 77.69699000000001], [12.947770000000002, 77.69885000000001], [12.948720000000002, 77.69746], [12.953650000000001, 77.69809000000001], [12.954790000000001, 77.69382], [12.956040000000002, 77.69381], [12.954940000000002, 77.68726], [12.954570000000002, 77.68249999999999]]"
30/01/2019 15:11:47,1912,00:08:19,"[[12.85043, 77.66275], [12.851059999999999, 77.65779], [12.850979999999998, 77.65748], [12.850319999999998, 77.65769], [12.850309999999999, 77.65594], [12.850399999999999, 77.65519], [12.850769999999999, 77.65508], [12.851189999999999, 77.65108], [12.849139999999998, 77.65057999999999], [12.848399999999998, 77.65147999999999]]"
30/01/2019 15:30:45,12531,00:48:46,"[[12.93597, 77.61299], [12.93681, 77.61301999999999], [12.93713, 77.61108999999999], [12.94234, 77.6081], [12.9514, 77.60526999999999], [12.95491, 77.60534999999999], [12.95589, 77.60143999999998], [12.95804, 77.60203999999999], [12.95855, 77.60116999999998], [12.96005, 77.60166999999998], [12.961640000000001, 77.59910999999998], [12.962330000000001, 77.59571999999999], [12.962100000000001, 77.59351999999998], [12.96258, 77.59058999999998], [12.962330000000001, 77.58964999999998], [12.96099, 77.58802999999997], [12.961540000000001, 77.58424999999997], [12.96372, 77.58479999999997], [12.963330000000001, 77.58230999999998], [12.96358, 77.57853999999998], [12.96467, 77.57503999999997], [12.96407, 77.56982999999997], [12.96055, 77.56842999999996], [12.96016, 77.55698999999997], [12.95963, 77.55587999999997], [12.9601, 77.55503999999998], [12.96061, 77.55206999999997], [12.96443, 77.55272999999997], [12.96445, 77.55156999999997], [12.96402, 77.55089999999997], [12.964229999999999, 77.55001999999998], [12.964839999999999, 77.54875999999997], [12.96656, 77.54733999999998], [12.96745, 77.54516999999997], [12.96721, 77.54474999999996], [12.9675, 77.54388999999996], [12.966859999999999, 77.54357999999996], [12.967489999999998, 77.54151999999996], [12.966269999999998, 77.54112999999997], [12.966399999999998, 77.54017999999996], [12.966079999999998, 77.53995999999997], [12.967299999999998, 77.53710999999997], [12.964499999999997, 77.53565999999996]]"
30/01/2019 15:30:48,4938.7,00:25:59,"[[12.98194, 77.6981], [12.98303, 77.69769], [12.982909999999999, 77.69659999999999], [12.98228, 77.69560999999999], [12.983929999999999, 77.69576999999998], [12.984539999999999, 77.69772999999998], [12.98785, 77.69703999999997], [12.98999, 77.69765999999997], [12.99029, 77.69884999999996], [12.99076, 77.69900999999996], [12.99055, 77.70031999999996], [12.993970000000001, 77.70167999999997], [12.993030000000001, 77.70569999999996], [12.992830000000001, 77.71107999999997], [12.991830000000002, 77.71432999999996], [12.992290000000002, 77.71597999999996], [12.993310000000003, 77.71707999999995], [12.994920000000002, 77.71792999999995], [12.995870000000002, 77.71782999999995], [12.995090000000001, 77.71813999999995], [12.99511, 77.71911999999995], [12.9946, 77.72012999999994], [12.99466, 77.72144999999995], [12.995049999999999, 77.72102999999994]]"
30/01/2019 15:34:58,8647.5,00:32:30,"[[19.17594, 72.88238], [19.17642, 72.88323], [19.17799, 72.88338999999999], [19.17631, 72.88123999999999], [19.17631, 72.87758], [19.17548, 72.8712], [19.17559, 72.86638], [19.17431, 72.85950000000001], [19.17878, 72.85800000000002], [19.18101, 72.85802000000002], [19.1825, 72.85675000000002], [19.1838, 72.85467000000001], [19.183290000000003, 72.85362], [19.183470000000003, 72.8528], [19.185800000000004, 72.85305], [19.185630000000003, 72.85011999999999], [19.189310000000003, 72.84987999999998], [19.189210000000003, 72.84841999999999], [19.188560000000003, 72.84759], [19.18868, 72.84655], [19.19565, 72.84715999999999], [19.2041, 72.84951], [19.20545, 72.84383], [19.20667, 72.8437], [19.20694, 72.84245]]"
30/01/2019 15:37:24,1930.4,00:05:59,"[[12.84622, 77.66088], [12.84557, 77.66124], [12.84502, 77.66016], [12.84365, 77.66035000000001], [12.84318, 77.66196000000001], [12.84054, 77.66338], [12.840580000000001, 77.66393000000001], [12.83655, 77.66473], [12.83614, 77.6641], [12.834570000000001, 77.66421000000001], [12.833800000000002, 77.6624]]"
30/01/2019 15:50:14,10160.7,00:26:33,"[[13.04516, 77.62202], [13.04492, 77.62254], [13.04318, 77.62185], [13.04335, 77.62137999999999], [13.04309, 77.62122], [13.04131, 77.62115], [13.040999999999999, 77.62375], [13.038019999999998, 77.62614], [13.036889999999998, 77.62765], [13.028209999999998, 77.63217], [13.027019999999998, 77.63476], [13.025899999999998, 77.64011], [13.016429999999998, 77.66194], [13.001299999999999, 77.66365], [12.998159999999999, 77.66378], [12.9973, 77.66308000000001], [12.997489999999999, 77.6636], [12.99714, 77.66367], [12.99666, 77.66311999999999], [12.994860000000001, 77.66425], [12.995330000000001, 77.66596], [12.991800000000001, 77.6675], [12.991810000000001, 77.66819000000001], [12.990870000000001, 77.66870000000002], [12.99088, 77.67200000000001], [12.99154, 77.67256], [12.99145, 77.67331]]"
30/01/2019 16:00:34,4474.2,00:17:15,"[[14.55797, 121.01767], [14.558639999999999, 121.01764], [14.559949999999999, 121.0155], [14.560049999999999, 121.01596], [14.558739999999998, 121.01403], [14.559999999999999, 121.01407], [14.5597, 121.01202], [14.56139, 121.01104000000001], [14.5612, 121.01042000000001], [14.56148, 121.01005], [14.56017, 121.00664], [14.56208, 121.00598000000001], [14.56636, 121.00357000000001], [14.5672, 121.00428000000001], [14.56573, 121.00159000000001], [14.56723, 121.00065000000001], [14.56516, 120.99588000000001], [14.56478, 120.99517000000002], [14.56305, 120.99596000000001], [14.562330000000001, 120.99459000000002]]"
30/01/2019 16:09:06,6967.6,00:25:09,"[[12.94684, 77.64507], [12.95138, 77.63978], [12.95011, 77.6393], [12.94828, 77.64085], [12.94719, 77.64097], [12.939960000000001, 77.63647999999999], [12.93885, 77.63515], [12.93829, 77.63315999999999], [12.93539, 77.63159999999999], [12.93425, 77.63269999999999], [12.9335, 77.63228999999998], [12.93103, 77.63404999999999], [12.9301, 77.63358999999998], [12.92667, 77.63897999999999], [12.92441, 77.63871999999999], [12.92346, 77.64139999999999], [12.92456, 77.64535], [12.92476, 77.64935999999999], [12.924249999999999, 77.65159999999999], [12.919789999999999, 77.65171999999998], [12.919749999999999, 77.65209999999999], [12.920369999999998, 77.65226999999999], [12.920439999999997, 77.65330999999999]]"
30/01/2019 16:18:43,7765,00:25:52,"[[12.9332, 77.69504], [12.93637, 77.69503], [12.9365, 77.69255], [12.929580000000001, 77.68473], [12.920510000000002, 77.66551], [12.921760000000003, 77.65998], [12.923280000000002, 77.65568], [12.924650000000002, 77.64921000000001], [12.924420000000001, 77.64514000000001], [12.923350000000001, 77.64114000000001], [12.92448, 77.63864000000001], [12.926590000000001, 77.63900000000001], [12.927330000000001, 77.63835000000002]]"
30/01/2019 16:22:50,6626.6,00:38:04,"[[12.91956, 77.68479], [12.9193, 77.68522], [12.91973, 77.68545], [12.924859999999999, 77.6859], [12.927129999999998, 77.68561], [12.927949999999997, 77.68466], [12.929819999999998, 77.68464999999999], [12.930039999999998, 77.68504999999999], [12.931629999999998, 77.68468999999999], [12.931539999999998, 77.68315999999999], [12.930379999999998, 77.68293999999999], [12.929779999999997, 77.67897999999998], [12.931929999999998, 77.67680999999997], [12.935589999999998, 77.67656999999997], [12.938059999999998, 77.67733999999997], [12.943559999999998, 77.68030999999998], [12.948419999999999, 77.68077999999998], [12.94915, 77.68888999999999], [12.9503, 77.68952999999999], [12.95345, 77.68914999999998], [12.95524, 77.68959999999998], [12.95568, 77.69145999999998], [12.954659999999999, 77.69156999999998]]"
30/01/2019 16:56:45,6410,00:24:41,"[[12.97052, 80.25006], [12.97076, 80.24971000000001], [12.97451, 80.25077], [12.9772, 80.2516], [12.97868, 80.25269999999999], [12.979840000000001, 80.25281], [12.98065, 80.24942999999999], [12.981300000000001, 80.24318], [12.981110000000001, 80.2344], [12.981940000000002, 80.23169999999999], [12.979900000000002, 80.22782999999998], [12.975350000000002, 80.22078999999998], [12.977300000000003, 80.21934999999998], [12.982410000000003, 80.21770999999998], [12.982660000000003, 80.21626999999998], [12.982190000000003, 80.21175999999998]]"
30/01/2019 18:39:12,3955.7,00:14:37,"[[12.97886, 77.69427], [12.979389999999999, 77.69483], [12.97322, 77.6989], [12.97247, 77.70018999999999], [12.97353, 77.70308999999999], [12.97451, 77.70382999999998], [12.97436, 77.70710999999999], [12.975280000000001, 77.70690999999998], [12.975800000000001, 77.70828999999998], [12.973260000000002, 77.70929999999997], [12.972120000000002, 77.71148999999997], [12.972300000000002, 77.71181999999997], [12.967950000000002, 77.71365999999998], [12.967530000000002, 77.71629999999998], [12.967360000000001, 77.71573999999998], [12.96639, 77.71577999999998]]"
31/01/2019 00:22:52,13294.5,00:35:28,"[[12.98329, 77.77468], [12.98338, 77.7743], [12.98428, 77.77423999999999], [12.98388, 77.76970999999999], [12.98331, 77.7674], [12.98346, 77.76612999999999], [12.98265, 77.76344999999999], [12.98299, 77.76154999999999], [12.982489999999999, 77.75836999999999], [12.976779999999998, 77.75710999999998], [12.977259999999998, 77.75122999999998], [12.967069999999998, 77.74945999999998], [12.961159999999998, 77.74763999999999], [12.956739999999998, 77.74515], [12.956999999999999, 77.73697], [12.956019999999999, 77.73006], [12.955659999999998, 77.71831999999999], [12.956839999999998, 77.70106999999999], [12.948579999999998, 77.69916999999998], [12.942459999999999, 77.69689999999999], [12.942179999999999, 77.69538999999999], [12.941579999999998, 77.69527], [12.941169999999998, 77.69444999999999], [12.942019999999998, 77.69294], [12.942219999999997, 77.69136999999999], [12.942619999999998, 77.69104999999999], [12.941669999999998, 77.69062], [12.942049999999998, 77.69050999999999]]"
31/01/2019 00:58:45,11255.7,00:39:25,"[[11.10208, 76.99228], [11.102310000000001, 76.99278], [11.101930000000001, 76.9926], [11.101540000000002, 76.98953999999999], [11.101750000000001, 76.98868999999999], [11.10496, 76.98898], [11.10588, 76.99011], [11.10941, 76.99179], [11.10999, 76.99288999999999], [11.11073, 76.99316999999999], [11.11295, 76.99305999999999], [11.114379999999999, 76.99190999999999], [11.116349999999999, 76.99135], [11.11582, 76.98761999999999], [11.1197, 76.98633], [11.11941, 76.98451], [11.12128, 76.98359], [11.12043, 76.98235000000001], [11.12029, 76.98061000000001], [11.118020000000001, 76.98096000000001], [11.117410000000001, 76.97910000000002], [11.116380000000001, 76.97926000000001], [11.1156, 76.98], [11.113140000000001, 76.98014], [11.111340000000002, 76.98085], [11.111680000000002, 76.98562], [11.113930000000002, 76.9917], [11.113130000000002, 76.99305], [11.113390000000003, 76.99519], [11.112980000000002, 76.99745999999999], [11.111880000000003, 76.99967], [11.109380000000003, 77.00237999999999], [11.111820000000003, 76.99964999999999], [11.112950000000003, 76.99741999999999], [11.113340000000003, 76.99529999999999], [11.113090000000003, 76.99314999999999], [11.111600000000003, 76.99332999999999], [11.111370000000003, 76.99403999999998], [11.110400000000002, 76.99417999999999], [11.110270000000002, 76.99480999999999], [11.109290000000001, 76.99511999999999], [11.109290000000001, 76.99653999999998], [11.103950000000001, 76.99683999999998], [11.10172, 76.99644999999998], [11.10201, 76.99270999999999], [11.10239, 76.99264999999998], [11.10229, 76.99227999999998], [11.10205, 76.99249999999998]]"
31/01/2019 01:05:46,15078.7,00:51:29,"[[20.2832, 72.99155], [20.282610000000002, 72.99224000000001], [20.28245, 72.99179000000001], [20.28294, 72.99363000000001], [20.28202, 72.99475000000001], [20.282249999999998, 72.99896000000001], [20.276419999999998, 73.00276000000001], [20.27115, 73.00420000000001], [20.27008, 73.00896000000002], [20.2699, 73.01187000000002], [20.268, 73.01589000000001], [20.26617, 73.01849000000001], [20.26259, 73.02149000000001], [20.25926, 73.02685000000001], [20.250210000000003, 73.03328], [20.248500000000003, 73.03389], [20.251290000000004, 73.03601], [20.250640000000004, 73.03718], [20.247310000000006, 73.03602000000001], [20.248700000000007, 73.03359], [20.25053000000001, 73.03303000000001], [20.25923000000001, 73.02673000000001], [20.262360000000008, 73.02162000000001], [20.265560000000008, 73.01903000000001], [20.268210000000007, 73.01531000000001], [20.269830000000006, 73.01162000000001], [20.270370000000007, 73.00696], [20.27296000000001, 72.99588], [20.271880000000007, 72.99121], [20.273500000000006, 72.99117], [20.275790000000004, 72.99195], [20.280210000000004, 72.98995000000001], [20.282140000000005, 72.99057], [20.282720000000005, 72.99204], [20.282980000000006, 72.99158]]"
31/01/2019 01:11:14,5505.9,00:30:03,"[[12.96922, 77.69436], [12.969, 77.69468], [12.96778, 77.6945], [12.96731, 77.69653000000001], [12.9682, 77.70179000000002], [12.965959999999999, 77.70246000000002], [12.966569999999999, 77.70310000000002], [12.966109999999999, 77.70359000000002], [12.961369999999999, 77.70418000000002], [12.961429999999998, 77.70568000000002], [12.962699999999998, 77.70588000000002], [12.962919999999999, 77.70860000000002], [12.963289999999999, 77.70864000000002], [12.96351, 77.70972000000002], [12.96473, 77.71809000000002], [12.96542, 77.71867000000002], [12.96518, 77.71936000000002], [12.96657, 77.71928000000003], [12.96747, 77.72036000000003], [12.9678, 77.72157000000003], [12.96878, 77.72171000000003], [12.971810000000001, 77.72084000000002], [12.971960000000001, 77.72140000000002], [12.972610000000001, 77.72138000000001], [12.972640000000002, 77.72065], [12.971950000000001, 77.72091], [12.972210000000002, 77.72082]]"
31/01/2019 01:13:51,17165.4,00:52:13,"[[12.91703, 77.60912], [12.917060000000001, 77.60989000000001], [12.916540000000001, 77.61033], [12.916240000000002, 77.61745], [12.916350000000001, 77.61972], [12.9174, 77.62269], [12.91773, 77.62541], [12.91685, 77.62855], [12.91604, 77.63842000000001], [12.91722, 77.6406], [12.92212, 77.64473000000001], [12.92432, 77.64786000000001], [12.924529999999999, 77.65103], [12.923749999999998, 77.65502000000001], [12.922169999999998, 77.65949], [12.920809999999998, 77.66506000000001], [12.930019999999997, 77.68467000000001], [12.934109999999997, 77.68963000000001], [12.938659999999997, 77.69443000000001], [12.940399999999997, 77.69576], [12.943189999999996, 77.69738000000001], [12.947839999999996, 77.69898], [12.956769999999995, 77.70085], [12.956849999999996, 77.7037], [12.955889999999997, 77.71383], [12.956079999999996, 77.71471], [12.959389999999997, 77.71615], [12.962439999999997, 77.71675], [12.965339999999998, 77.71837000000001], [12.965219999999997, 77.7193], [12.966569999999997, 77.71925], [12.967539999999998, 77.72043000000001], [12.967579999999998, 77.72146000000001], [12.968179999999998, 77.72161000000001], [12.971799999999998, 77.72080000000001], [12.971979999999999, 77.72137000000001], [12.972889999999998, 77.72139000000001], [12.973159999999998, 77.71796000000002], [12.974089999999999, 77.71796000000002], [12.974239999999998, 77.71736000000001]]"
31/01/2019 01:29:45,11549.1,00:35:08,"[[12.9053, 77.55734], [12.905560000000001, 77.55722999999999], [12.905790000000001, 77.55790999999999], [12.90562, 77.55829999999999], [12.90909, 77.56288999999998], [12.909490000000002, 77.56680999999998], [12.912190000000002, 77.56727999999998], [12.913740000000002, 77.56604999999998], [12.913940000000002, 77.56740999999998], [12.915530000000002, 77.56943999999999], [12.917830000000002, 77.56865999999998], [12.924020000000002, 77.57034999999998], [12.923600000000002, 77.57353999999998], [12.939460000000002, 77.57383999999998], [12.940170000000002, 77.57300999999998], [12.940740000000002, 77.57378999999999], [12.948160000000001, 77.57374999999999], [12.951520000000002, 77.57639999999999], [12.952750000000002, 77.57667], [12.952850000000002, 77.57727999999999], [12.955670000000001, 77.58050999999999], [12.957430000000002, 77.58193999999999], [12.963860000000002, 77.58520999999999], [12.966510000000001, 77.58722999999999], [12.967760000000002, 77.58743], [12.968100000000002, 77.58882], [12.972780000000002, 77.59016], [12.975700000000002, 77.59026], [12.977180000000002, 77.59121], [12.977900000000002, 77.59084], [12.981610000000002, 77.59434], [12.981990000000001, 77.59434], [12.982250000000002, 77.59378000000001], [12.983010000000002, 77.59413], [12.982520000000003, 77.59406000000001]]"
31/01/2019 01:40:56,14150.1,00:43:35,"[[12.89227, 77.60466], [12.89687, 77.60573], [12.89657, 77.60598999999999], [12.897770000000001, 77.60636], [12.899970000000001, 77.60813999999999], [12.901470000000002, 77.60784999999998], [12.901850000000001, 77.60888999999999], [12.90548, 77.60947999999999], [12.90503, 77.61216999999999], [12.90545, 77.61258], [12.90986, 77.61442], [12.91229, 77.61489999999999], [12.9125, 77.61455], [12.91624, 77.61475999999999], [12.91735, 77.61558999999998], [12.91698, 77.62018999999998], [12.91808, 77.62038999999999], [12.91814, 77.62190999999999], [12.917549999999999, 77.62293999999999], [12.917689999999999, 77.62589999999999], [12.916889999999999, 77.62920999999999], [12.916099999999998, 77.63835999999999], [12.916509999999999, 77.63963999999999], [12.91795, 77.64143999999999], [12.921719999999999, 77.64451999999999], [12.923599999999999, 77.64662999999999], [12.924359999999998, 77.64804999999998], [12.924579999999999, 77.64998999999999], [12.923639999999999, 77.65570999999998], [12.921829999999998, 77.66045999999999], [12.920789999999998, 77.66493999999999], [12.929859999999998, 77.68502999999998], [12.927869999999999, 77.68477999999999], [12.927249999999999, 77.68558999999999], [12.925719999999998, 77.68587], [12.925259999999998, 77.68665999999999], [12.925129999999998, 77.68812999999999], [12.924169999999998, 77.68815999999998], [12.924129999999998, 77.68866999999999], [12.924629999999999, 77.68813999999999]]"
